Fecha,Edad,Material,Tratamiento,Repetición,Palma,Altura,Emision foliar,Hojas,Área hoja,Área foliar,Volumen estípite,Peso seco foliar,Masa seca vegetativa,Hojas Mes,Índice de área foliar
2011-11-09,8.1,"DAMI 114,112",5,1,1,459,27,34,12.1,412.5,4832,357.7,10243.2,2.07692307692308,6.5
2012-12-13,9.2,"DAMI 114,112",5,1,1,504,,31,14.3,442.6,3700,419.4,,,7
2016-03-18,12.5,"DAMI 114,112",5,1,1,714,,35,0,0,3549.6,,,,
2010-10-04,7,"DAMI 114,112",5,1,2,273,,38,10,379.6,2927.1,294.8,,,6
2011-11-09,8.1,"DAMI 114,112",5,1,2,368.5,28,38,11.9,452.1,3375.1,315.9,9254.3,2.15384615384615,7.1
2012-12-13,9.2,"DAMI 114,112",5,1,2,413,,35,11.2,391.8,3018.5,333.1,,,6.2
2015-02-11,11.4,"DAMI 114,112",5,1,2,510,,31,12.7,394.5,3453,424.7,,,6.2
2016-03-18,12.5,"DAMI 114,112",5,1,2,587,,35,12.1,424.2,3062.1,451.8,,,6.7
2018-07-31,14.8,"DAMI 114,112",5,1,2,705,,36,8.3,297.4,3024.1,358.7,,,4.7
2007-02-17,3.4,"DAMI 114,112",5,1,3,42.6,5,70,5.1,358.5,843.5,198.8,1096,,5.6
2008-02-08,4.4,"DAMI 114,112",5,1,3,121.1,6,54,8,430.2,2433.7,247.1,1777,,6.8
2008-08-27,4.9,"DAMI 114,112",5,1,3,160.1,21,54,7.1,385.5,2145.7,230.5,5100.7,3.5,6.1
2009-03-31,5.5,"DAMI 114,112",5,1,3,185,20,52,9.7,503.7,2404.4,278.2,5855.6,2.85714285714286,7.9
2009-07-30,5.8,"DAMI 114,112",5,1,3,263.9,29,50,7.3,366,3167,163.8,5134.7,,5.8
2010-10-04,7,"DAMI 114,112",5,1,3,272,34,43,9.7,416.9,2982.3,265.9,9402.4,2.42857142857143,6.6
2011-11-09,8.1,"DAMI 114,112",5,1,3,373.5,29,39,11.3,441.6,3531.3,355.3,10731.9,2.23076923076923,6.9
2012-12-13,9.2,"DAMI 114,112",5,1,3,451,,32,12.5,399.5,2899.5,302,,,6.3
2015-02-11,11.4,"DAMI 114,112",5,1,3,471,,45,13.3,598.9,3375.3,408.2,,,9.4
2016-03-18,12.5,"DAMI 114,112",5,1,3,598,,34,11.2,379.2,3093.8,483.6,,,6
2018-07-31,14.8,"DAMI 114,112",5,1,3,756,,41,12.1,495.5,3291.6,424.2,,,7.8
2007-02-17,3.4,"DAMI 114,112",5,1,4,45.4,9,65,5.2,339.7,1023.8,132.7,1317.9,,5.3
2008-02-08,4.4,"DAMI 114,112",5,1,4,99.4,7,57,6.7,382.3,1808.3,250.2,1970.3,,6
2008-08-27,4.9,"DAMI 114,112",5,1,4,136.4,20,52,7.5,392.4,1803.1,246.5,5149.1,3.33333333333333,6.2
2009-03-30,5.5,"DAMI 114,112",5,1,4,151,19,51,9,457.7,1958,275.4,5469.3,2.71428571428571,7.2
2009-07-30,5.8,"DAMI 114,112",5,1,4,228.2,28,49,8.6,420.7,2777.7,282.6,8247.9,,6.6
2010-10-04,7,"DAMI 114,112",5,1,4,292,,39,10.3,402.3,3159.9,268.4,,,6.3
2011-11-09,8.1,"DAMI 114,112",5,1,4,397,27,31,10.7,331.3,3650.8,301.1,8570.6,2.07692307692308,5.2
2012-12-13,9.2,"DAMI 114,112",5,1,4,440,,36,12.1,435.8,3129.8,321.9,,,6.9
2016-03-18,12.5,"DAMI 114,112",5,1,4,628,,30,10.7,321.7,3381,294.9,,,5.1
2018-07-31,14.8,"DAMI 114,112",5,1,4,773,,36,10.5,377.8,3863,303.6,,,5.9
2010-10-04,7,"DAMI 114,112",5,1,5,266,,36,10,358.2,2999.9,312.2,,,5.6
2011-11-09,8.1,"DAMI 114,112",5,1,5,397,26,32,12.1,388.8,3758.4,316.2,8676.5,2,6.1
2012-12-13,9.2,"DAMI 114,112",5,1,5,406,,34,12.5,423.4,3311.2,331.6,,,6.7
2015-02-11,11.4,"DAMI 114,112",5,1,5,529,,33,12.7,419.1,3256.1,370.6,,,6.6
2016-03-18,12.5,"DAMI 114,112",5,1,5,602,,36,0,0,3191.2,,,,
2018-07-31,14.8,"DAMI 114,112",5,1,5,696,,33,11.8,387.8,2806.4,339.2,,,6.1
2007-02-17,3.4,"DAMI 114,112",5,1,6,42.8,9,65,2,131,847.5,132.2,1292.7,,2.1
2008-02-08,4.4,"DAMI 114,112",5,1,6,96.5,7,63,6.7,422.9,1864.1,202.4,1642.8,,6.6
2008-08-27,4.9,"DAMI 114,112",5,1,6,118.5,20,51,7.6,385.4,1503.7,194.1,4063.1,3.33333333333333,6.1
2009-03-27,5.5,"DAMI 114,112",5,1,6,170,18,48,7.8,374.7,1950.7,261,4935.1,2.57142857142857,5.9
2009-07-30,5.8,"DAMI 114,112",5,1,6,211,26,45,8.3,374.7,2579.2,261.4,7108.2,,5.9
2010-10-04,7,"DAMI 114,112",5,1,6,261,31,39,9.6,375.4,2809.6,247.6,8016.4,2.21428571428571,5.9
2011-11-09,8.1,"DAMI 114,112",5,1,6,360,25,33,10,331.4,3159.6,299.2,7863.4,1.92307692307692,5.2
2012-12-13,9.2,"DAMI 114,112",5,1,6,393,,43,10.6,457.4,3205.2,346.7,,,7.2
2015-02-11,11.4,"DAMI 114,112",5,1,6,509,,29,10.8,312.8,3423.9,320.2,,,4.9
2016-03-18,12.5,"DAMI 114,112",5,1,6,557,,30,0,0,2702.1,,,,
2018-07-31,14.8,"DAMI 114,112",5,1,6,710,,37,10.2,378.1,3106.5,304,,,5.9
2007-02-22,3.4,"DAMI 114,112",5,2,1,38,11,71,5.5,389.2,808.7,149.7,1744.8,,6.1
2008-02-19,4.4,"DAMI 114,112",5,2,1,102,7,56,7.1,397.3,1889.4,237.3,1889.6,,6.2
2008-08-29,4.9,"DAMI 114,112",5,2,1,134,18,53,7.7,407.3,1791.2,203.5,3879.5,3,6.4
2009-05-26,5.7,"DAMI 114,112",5,2,1,178,21,47,8.8,412.8,2165.7,264.9,5824.3,2.625,6.5
2009-08-06,5.9,"DAMI 114,112",5,2,1,192.5,26,47,8.6,406.3,2115.1,250.5,6768.5,,6.4
2010-10-14,7,"DAMI 114,112",5,2,1,295.4,30,39,9.4,368.5,2710.2,281.4,8770.8,2.14285714285714,5.8
2011-11-16,8.1,"DAMI 114,112",5,2,1,353.4,27,40,10.1,402.6,2764.1,270,7625.8,2.07692307692308,6.3
2012-12-07,9.2,"DAMI 114,112",5,2,1,399,,34,11.5,392,2908.4,337.8,,,6.2
2016-04-06,12.5,"DAMI 114,112",5,2,1,677,,34,9.9,336.8,4038.2,302.2,,,5.3
2018-08-03,14.8,"DAMI 114,112",5,2,1,682,,30,11.9,356.3,3070.1,431.6,,,5.6
2010-10-14,7,"DAMI 114,112",5,2,2,259.3,,42,9.8,409.6,2622.1,280.9,,,6.4
2011-11-16,8.1,"DAMI 114,112",5,2,2,364.7,33,36,9,324.9,3085.7,277.3,9524.6,2.53846153846154,5.1
2012-12-07,9.2,"DAMI 114,112",5,2,2,385.5,,43,10.9,468,3367.8,304,,,7.4
2015-02-16,11.4,"DAMI 114,112",5,2,2,514,,46,11.1,510.1,3566.2,319.4,,,8
2018-08-03,14.8,"DAMI 114,112",5,2,2,677,,36,11.2,403.1,2438,388.4,,,6.3
2007-02-22,3.4,"DAMI 114,112",5,2,3,57,12,57,5.3,299.6,776.8,159.2,2004.2,,4.7
2008-02-19,4.4,"DAMI 114,112",5,2,3,112,8,58,7,406.6,1990.4,219.8,1999.6,,6.4
2008-08-29,4.9,"DAMI 114,112",5,2,3,154.5,18,53,7.5,398.8,2096.6,215.1,4125.4,3,6.3
2009-05-26,5.7,"DAMI 114,112",5,2,3,213,23,50,10.3,514.1,2655.5,268.7,6501.4,2.875,8.1
2009-08-06,5.9,"DAMI 114,112",5,2,3,218.3,28,49,8.6,421.4,2447.1,238,6960,,6.6
2010-10-14,7,"DAMI 114,112",5,2,3,320.8,37,39,9.1,355.9,3517.3,260.2,10051.5,2.64285714285714,5.6
2011-11-16,8.1,"DAMI 114,112",5,2,3,322.4,28,36,11.3,408.3,2945.9,327.5,9525.8,2.15384615384615,6.4
2012-12-06,9.2,"DAMI 114,112",5,2,3,464,,34,11.4,388.4,3913.4,321.4,,,6.1
2015-02-16,11.4,"DAMI 114,112",5,2,3,613,,36,12.4,447.8,4059.3,413.1,,,7
2018-08-03,14.8,"DAMI 114,112",5,2,3,804,,34,13,442.8,3636.5,462.7,,,7
2007-02-22,3.4,"DAMI 114,112",5,2,4,50,12,75,5.6,418,1064.1,154.6,1984.6,,6.6
2008-02-19,4.4,"DAMI 114,112",5,2,4,110,6,54,5.6,304.8,1792,197,1398.7,,4.8
2008-08-29,4.9,"DAMI 114,112",5,2,4,154,20,52,7.1,367.1,1760.9,200.6,4226.2,3.33333333333333,5.8
2009-05-26,5.7,"DAMI 114,112",5,2,4,196,24,51,7.9,402.1,2194,271.3,6776.3,3,6.3
2009-08-06,5.9,"DAMI 114,112",5,2,4,216.4,30,45,7.3,328.5,2248.3,219.6,6860.6,,5.2
2010-10-14,7,"DAMI 114,112",5,2,4,297,34,43,8.3,355.7,2708,251.1,8866.8,2.42857142857143,5.6
2011-11-16,8.1,"DAMI 114,112",5,2,4,420,29,30,8.1,241.7,3440,273.8,8357.1,2.23076923076923,3.8
2012-12-07,9.2,"DAMI 114,112",5,2,4,469,,42,10,421.2,3316.5,304.3,,,6.6
2016-04-06,12.5,"DAMI 114,112",5,2,4,728,,36,9.2,331.6,3667.1,295.4,,,5.2
2010-10-14,7,"DAMI 114,112",5,2,5,305.3,,41,9.5,388.3,3312.7,267.9,,,6.1
2011-11-16,8.1,"DAMI 114,112",5,2,5,418.8,29,33,9.5,313.2,3852.5,262.3,8074.1,2.23076923076923,4.9
2012-12-07,9.2,"DAMI 114,112",5,2,5,477,,40,10.8,433.6,3793.5,260.4,,,6.8
2015-02-16,11.4,"DAMI 114,112",5,2,5,632,,34,12.3,417.7,4179.5,375.8,506.1,,6.6
2016-04-06,12.5,"DAMI 114,112",5,2,5,707,,36,9.7,348.1,4205.9,370,509.3,,5.5
2007-02-22,3.4,"DAMI 114,112",5,2,6,35,11,61,4.7,289.6,765.5,128.8,1509.6,,4.6
2008-02-19,4.4,"DAMI 114,112",5,2,6,97,7,57,6.9,392,1944.8,197.6,1618.5,,6.2
2008-08-29,4.9,"DAMI 114,112",5,2,6,131,18,51,7,356.6,1783.1,186.7,3576.7,3,5.6
2009-05-26,5.7,"DAMI 114,112",5,2,6,176,22,47,8.8,413.6,2275.2,244.7,5658.9,2.75,6.5
2009-08-06,5.9,"DAMI 114,112",5,2,6,190,27,46,8.6,395.6,2155.8,243.4,6832.3,,6.2
2010-10-14,7,"DAMI 114,112",5,2,6,242.3,36,40,9.7,389.7,2477.7,255.5,9498.7,2.57142857142857,6.1
2011-11-16,8.1,"DAMI 114,112",5,2,6,374.4,28,39,8.7,339.7,3471.7,278.4,8216,2.15384615384615,5.3
2012-12-06,9.2,"DAMI 114,112",5,2,6,430,,31,10,310.6,3444.1,326.3,,,4.9
2015-02-16,11.4,"DAMI 114,112",5,2,6,457,,33,10.6,349.1,3026.3,329.2,,,5.5
2016-04-06,12.5,"DAMI 114,112",5,2,6,617,,37,12.6,466.8,3424.1,351.4,,,7.3
2018-08-03,14.8,"DAMI 114,112",5,2,6,783,,30,11.6,346.8,4045,407.1,,,5.5
2007-02-26,3.4,"DAMI 114,112",5,3,1,25,9,55,3.9,216.7,506.1,108.2,1034.8,,3.4
2008-02-17,4.4,"DAMI 114,112",5,3,1,79,7,58,5.1,298.4,1414.7,170.2,1362.5,,4.7
2008-09-03,4.9,"DAMI 114,112",5,3,1,94,22,53,5.5,293.3,1455.2,187.2,4293.7,3.66666666666667,4.6
2009-05-28,5.7,"DAMI 114,112",5,3,1,160,23,50,7.3,366.3,1752.6,222.1,5319.9,2.875,5.8
2009-08-06,5.9,"DAMI 114,112",5,3,1,162,29,52,7.4,383.9,1406.3,212.9,6345.6,,6
2010-10-06,7,"DAMI 114,112",5,3,1,242,33,42,8.6,359.7,2227.2,232.4,7940.2,2.35714285714286,5.7
2011-11-28,8.2,"DAMI 114,112",5,3,1,367,31,42,9.1,382.4,3083.7,265,8587.9,2.38461538461538,6
2012-12-06,9.2,"DAMI 114,112",5,3,1,391,,39,9,352.1,3042.4,281.4,,,5.5
2016-04-07,12.5,"DAMI 114,112",5,3,1,614,,36,9.9,355,3132.8,277.7,,,5.6
2018-08-09,14.9,"DAMI 114,112",5,3,1,762,,36,9.6,347,3230.6,302.1,,,5.5
2010-10-06,7,"DAMI 114,112",5,3,2,220,,39,8.7,339.3,2319.4,280.5,,,5.3
2011-11-28,8.2,"DAMI 114,112",5,3,2,320,29,46,9.7,447.9,3045.4,332.5,10012.5,2.23076923076923,7
2012-12-06,9.2,"DAMI 114,112",5,3,2,407,,33,11.8,388.5,3344,351.5,,,6.1
2015-02-16,11.4,"DAMI 114,112",5,3,2,462,,33,12.5,410.9,3010.7,515.9,,,6.5
2016-04-07,12.5,"DAMI 114,112",5,3,2,698,,39,12.6,492.4,4158.8,517.1,503.6,,7.7
2018-08-09,14.9,"DAMI 114,112",5,3,2,882,,35,10.3,361.5,4324.8,533.5,523.7,,5.7
2007-02-26,3.4,"DAMI 114,112",5,3,3,40,8,54,4.6,248.5,856.8,104.3,938.5,,3.9
2008-02-17,4.4,"DAMI 114,112",5,3,3,73.2,6,62,6.6,411.3,1352.6,228.3,1533.4,,6.5
2008-09-03,4.9,"DAMI 114,112",5,3,3,107,21,51,7.4,376.8,1576.1,274.9,5963.4,3.5,5.9
2009-05-28,5.7,"DAMI 114,112",5,3,3,160,22,48,7.8,374,1908,326.6,7417,2.75,5.9
2009-08-06,5.9,"DAMI 114,112",5,3,3,167,27,46,8.4,388,1766.4,302.2,8373.2,,6.1
2010-10-06,7,"DAMI 114,112",5,3,3,240,32,37,9.6,355.2,2455,285.1,9420.9,2.28571428571429,5.6
2011-11-28,8.2,"DAMI 114,112",5,3,3,335,29,47,10.6,497.6,3188.2,346.2,10425,2.23076923076923,7.8
2012-12-06,9.2,"DAMI 114,112",5,3,3,383,,33,11.3,373,3313.6,416.7,,,5.9
2015-02-16,11.4,"DAMI 114,112",5,3,3,520,,29,11.8,341.2,3388.6,423.9,,,5.4
2016-04-07,12.5,"DAMI 114,112",5,3,3,590,,39,11.9,464.3,3675.5,436.9,,,7.3
2018-08-09,14.9,"DAMI 114,112",5,3,3,759,,37,11.9,439.2,3851.7,475.4,,,6.9
2007-02-26,3.4,"DAMI 114,112",5,3,4,20,10,49,4.4,215.4,389.1,114.8,1195.3,,3.4
2008-02-17,4.4,"DAMI 114,112",5,3,4,38,6,56,6.4,356.3,716,159.6,1044.4,,5.6
2008-09-03,4.9,"DAMI 114,112",5,3,4,91,21,51,6.6,337.2,1384.7,193.2,4225.7,3.5,5.3
2009-05-28,5.7,"DAMI 114,112",5,3,4,132,24,49,7.9,387.5,1660.4,220.4,5491.2,3,6.1
2009-08-06,5.9,"DAMI 114,112",5,3,4,145.3,30,50,7.9,396.5,1474.8,221.3,6818.2,,6.2
2010-10-06,7,"DAMI 114,112",5,3,4,208,33,41,8.4,345.9,2118.8,259.9,8832.3,2.35714285714286,5.4
2011-11-28,8.2,"DAMI 114,112",5,3,4,290,29,52,9.3,483.5,2564.6,317.4,9515.3,2.23076923076923,7.6
2012-12-06,9.2,"DAMI 114,112",5,3,4,348,,33,11.8,387.9,2821.4,358.5,,,6.1
2010-10-06,7,"DAMI 114,112",5,3,5,210,,40,10.9,436.6,2085.3,265.7,,,6.9
2011-11-28,8.2,"DAMI 114,112",5,3,5,312,27,42,9.9,417.8,2961.6,312.4,8794.6,2.07692307692308,6.6
2012-12-06,9.2,"DAMI 114,112",5,3,5,360,,32,12.5,398.9,2859.9,349.9,,,6.3
2015-02-16,11.4,"DAMI 114,112",5,3,5,505,,43,13.7,589.8,3157.8,422.2,,,9.3
2018-08-09,14.9,"DAMI 114,112",5,3,5,754,,40,11.6,462.4,3568,385.7,,,7.3
2007-02-26,3.4,"DAMI 114,112",5,3,6,27,10,56,4,222.9,556.9,104.8,1115.6,,3.5
2008-02-17,4.4,"DAMI 114,112",5,3,6,83.5,5,60,5.4,323.7,1603.9,161.6,1002.2,,5.1
2008-09-03,4.9,"DAMI 114,112",5,3,6,102,21,56,6.7,375,1500.4,164.1,3627.1,3.5,5.9
2009-05-28,5.7,"DAMI 114,112",5,3,6,161,25,51,7.3,374.1,1891.5,223.8,5824.4,3.125,5.9
2009-08-06,5.9,"DAMI 114,112",5,3,6,160.3,30,47,7.6,358.2,1665.4,220.6,6820.6,,5.6
2010-10-06,7,"DAMI 114,112",5,3,6,256,35,41,9.2,378.3,2396.2,237.8,8611.5,2.5,5.9
2011-11-28,8.2,"DAMI 114,112",5,3,6,340,31,48,10.7,514.7,3031.7,292,9417.8,2.38461538461538,8.1
2012-12-06,9.2,"DAMI 114,112",5,3,6,414,,37,10.6,394,2455.4,361.9,,,6.2
2015-02-16,11.4,"DAMI 114,112",5,3,6,558,,31,11.6,359.2,3602,386.3,,,5.6
2018-08-09,14.9,"DAMI 114,112",5,3,6,786,,35,11.7,410,3887.7,432.1,,,6.4
2007-03-02,3.4,"DAMI 114,112",5,4,1,44,12,63,3.9,248.4,836.5,121.1,1554.2,,3.9
2008-03-04,4.4,"DAMI 114,112",5,4,1,93,9,46,6.4,295,1428.4,165.9,1666.5,,4.6
2008-09-05,4.9,"DAMI 114,112",5,4,1,133,20,56,6.6,370.2,1679.3,180,3803.1,3.33333333333333,5.8
2009-08-09,5.9,"DAMI 114,112",5,4,1,206,29,45,7.3,330.1,2179.4,199.3,6043.6,2.63636363636364,5.2
2010-10-13,7,"DAMI 114,112",5,4,1,280,35,47,8.1,378.9,2526.2,276.6,9985.6,2.5,6
2011-12-02,8.2,"DAMI 114,112",5,4,1,387,31,39,10.6,413.7,3450.9,287.9,9343.3,2.38461538461538,6.5
2012-11-30,9.2,"DAMI 114,112",5,4,1,460,,40,10.1,404.9,3294.8,290.5,,,6.4
2015-02-18,11.4,"DAMI 114,112",5,4,1,612,,41,11.5,473.3,3637,382.1,,,7.4
2016-04-18,12.6,"DAMI 114,112",5,4,1,679,,40,9.8,391.1,3636.1,372.8,,,6.1
2018-08-10,14.9,"DAMI 114,112",5,4,1,790,,34,12.9,437.9,3484,366.5,,,6.9
2010-10-13,7,"DAMI 114,112",5,4,2,320,,38,11.2,425.6,2968.9,316.5,,,6.7
2011-12-02,8.2,"DAMI 114,112",5,4,2,442,27,42,11.4,476.9,3579.1,352,9937.4,2.07692307692308,7.5
2012-11-30,9.2,"DAMI 114,112",5,4,2,473,,34,10.7,364.7,3692.2,375.1,,,5.7
2015-02-18,11.4,"DAMI 114,112",5,4,2,609,,37,12,445.5,3945.3,379.4,,,7
2016-04-18,12.6,"DAMI 114,112",5,4,2,666,,43,12.7,544.7,3922.1,409.7,,,8.6
2018-08-13,14.9,"DAMI 114,112",5,4,2,782,,28,12.9,360.2,3430.1,441.1,,,5.7
2007-03-02,3.4,"DAMI 114,112",5,4,3,44,11,58,4.3,251.3,876.4,130,1536.2,,3.9
2008-03-04,4.4,"DAMI 114,112",5,4,3,98,16,53,6.3,333.3,1564.9,210.5,3557.6,1.33333333333333,5.2
2008-09-05,4.9,"DAMI 114,112",5,4,3,135,19,54,5.6,303.4,1898.8,198.7,4004.7,3.16666666666667,4.8
2009-08-09,5.9,"DAMI 114,112",5,4,3,213,28,42,8.3,347.7,2580.6,359.6,10381.8,2.54545454545455,5.5
2010-10-13,7,"DAMI 114,112",5,4,3,294,33,44,9.1,401.2,2857.1,405,13711.7,2.35714285714286,6.3
2011-12-02,8.2,"DAMI 114,112",5,4,3,400,33,38,8.3,317.1,3777.2,313.8,10812.8,2.53846153846154,5
2012-11-30,9.2,"DAMI 114,112",5,4,3,457,,36,11.1,400.4,3547.3,301.8,,,6.3
2015-02-18,11.4,"DAMI 114,112",5,4,3,613,,35,11.8,411.6,3928.2,363.3,,,6.5
2016-04-18,12.6,"DAMI 114,112",5,4,3,679,,36,10.7,384.4,3424.6,353.3,,,6
2007-03-02,3.4,"DAMI 114,112",5,4,4,35,16,54,4.8,256.6,699.1,147.8,2448.9,,4
2008-03-04,4.4,"DAMI 114,112",5,4,4,83,7,55,7,385,1548.5,215.3,1694.9,,6.1
2008-09-05,4.9,"DAMI 114,112",5,4,4,113,18,51,7.5,382,1559.6,186.5,3545.2,3,6
2009-08-09,5.9,"DAMI 114,112",5,4,4,174,29,40,10.5,418.5,2301.1,360.2,10723.9,2.63636363636364,6.6
2010-10-13,7,"DAMI 114,112",5,4,4,237,33,37,9.9,365.7,2182,330.4,11168.1,2.35714285714286,5.7
2011-12-02,8.2,"DAMI 114,112",5,4,4,306,27,38,10,378.7,2713.6,307,8617.8,2.07692307692308,6
2012-11-30,9.2,"DAMI 114,112",5,4,4,386,,36,12.8,460.9,3210.8,393,,,7.2
2016-04-18,12.6,"DAMI 114,112",5,4,4,569,,39,9.4,368.1,3311.5,326.3,,,5.8
2018-08-13,14.9,"DAMI 114,112",5,4,4,680,,30,12.6,377.3,2458.9,439,,,5.9
2010-10-13,7,"DAMI 114,112",5,4,5,328,,37,10.5,388.4,3448.5,343.3,,,6.1
2011-12-02,8.2,"DAMI 114,112",5,4,5,428,29,48,11.7,562.5,3952.6,358.7,10882.2,2.23076923076923,8.8
2012-11-30,9.2,"DAMI 114,112",5,4,5,479,,32,12.6,401.8,4104.5,393.1,,,6.3
2018-08-13,14.9,"DAMI 114,112",5,4,5,843,,30,13.1,391.8,3445.1,486.9,,,6.2
2007-03-02,3.4,"DAMI 114,112",5,4,6,70,15,56,5.3,297.8,1412.6,166.4,2667.1,,4.7
2008-03-04,4.4,"DAMI 114,112",5,4,6,130,7,48,8.7,417,2313.8,243.7,1985.9,,6.6
2008-09-05,4.9,"DAMI 114,112",5,4,6,160,18,50,8.7,433.1,2107.7,238.9,4556.2,3,6.8
2009-08-09,5.9,"DAMI 114,112",5,4,6,260,26,40,10.6,424.2,2795.1,349.9,9437.2,2.36363636363636,6.7
2010-10-13,7,"DAMI 114,112",5,4,6,226,31,38,10.6,402.3,2032.5,304.1,9674.8,2.21428571428571,6.3
2011-12-02,8.2,"DAMI 114,112",5,4,6,411,32,44,10.9,480.2,3489,330.4,10995,2.46153846153846,7.5
2012-11-30,9.2,"DAMI 114,112",5,4,6,464,,38,10.4,393.8,3672.5,380.2,,,6.2
2015-02-18,11.4,"DAMI 114,112",5,4,6,610,,34,13.1,444.7,3817.9,497.8,,,7
2018-08-13,14.9,"DAMI 114,112",5,4,6,815,,30,13.8,414.5,3365.6,431.6,,,6.5
2007-02-15,3.4,ASD DXG,6,1,1,22.5,7,49,6.3,306.9,499.5,176.6,1296.8,,4.8
2008-02-06,4.4,ASD DXG,6,1,1,58.5,6,51,7.5,383.5,1116.7,287.5,1860.1,,6
2008-08-27,4.9,ASD DXG,6,1,1,98.5,19,54,8.3,448.3,1476.6,285.2,5597.6,3.16666666666667,7
2009-03-25,5.5,ASD DXG,6,1,1,131,16,43,9.7,415.5,1958.5,440.2,7280.5,2.66666666666667,6.5
2009-07-29,5.8,ASD DXG,6,1,1,142,25,54,9.7,525.6,1753.6,343.7,8804.6,,8.3
2010-10-04,7,ASD DXG,6,1,1,210,30,40,9.4,377.7,2015.1,337.8,10379.2,2.14285714285714,5.9
2011-11-10,8.1,ASD DXG,6,1,1,312,26,32,11.8,378.6,2729.7,337.2,9097.6,2,6
2013-01-18,9.3,ASD DXG,6,1,1,353,,29,11.5,333.7,3155.7,339.8,,,5.2
2015-02-11,11.4,ASD DXG,6,1,1,561,,29,11.8,343.2,4202.8,405.3,509,,5.4
2016-03-16,12.5,ASD DXG,6,1,1,507,,31,10.8,334.1,3294.4,304.4,,,5.3
2018-07-30,14.8,ASD DXG,6,1,1,662,,40,10.6,422.3,4402.3,340.3,533.1,,6.6
2010-10-04,7,ASD DXG,6,1,2,295,,35,8.5,299.2,3470,292.1,,,4.7
2011-11-10,8.1,ASD DXG,6,1,2,384,30,39,7.3,283.8,3828.1,307.7,9694.5,2.30769230769231,4.5
2013-01-18,9.3,ASD DXG,6,1,2,440,,33,11,363.4,4094.2,324.8,,,5.7
2015-02-11,11.4,ASD DXG,6,1,2,433,,36,9.6,346.8,3118.3,360.9,,,5.5
2016-03-16,12.5,ASD DXG,6,1,2,591,,41,9.4,385.7,3401,339.1,,,6.1
2018-07-30,14.8,ASD DXG,6,1,2,715,,39,9.6,376.3,3451.1,361.5,,,5.9
2007-02-15,3.4,ASD DXG,6,1,3,57.9,9,70,5.7,397.2,1285.5,198.9,1945.9,,6.2
2008-02-06,4.4,ASD DXG,6,1,3,95.7,6,55,6.7,371.2,2026.8,293.6,2007,,5.8
2008-08-27,4.9,ASD DXG,6,1,3,116.7,20,55,6.6,365.4,1816,287.9,5978.4,3.33333333333333,5.7
2009-03-25,5.5,ASD DXG,6,1,3,162.2,19,44,8,352.2,2235.6,333.8,6613.7,3.16666666666667,5.5
2009-07-29,5.8,ASD DXG,6,1,3,191,26,41,8.1,331.1,2869.8,370.2,9971.5,,5.2
2010-10-04,7,ASD DXG,6,1,3,244,33,36,8.2,294.6,2779.6,307.4,10480.8,2.35714285714286,4.6
2011-11-10,8.1,ASD DXG,6,1,3,337,29,32,7.2,230.4,3417.7,377.5,11362.7,2.23076923076923,3.6
2013-01-18,9.3,ASD DXG,6,1,3,357,,35,10.2,357.7,3187.6,380.7,,,5.6
2015-02-11,11.4,ASD DXG,6,1,3,450,,39,10.4,404.6,3264.4,329.5,,,6.4
2016-03-16,12.5,ASD DXG,6,1,3,491,,36,7.6,274.2,2524.8,339.4,,,4.3
2018-07-30,14.8,ASD DXG,6,1,3,585,,33,9.8,322.2,2597.7,360.9,,,5.1
2007-02-15,3.4,ASD DXG,6,1,4,22.5,9,49,5.9,287.6,494.9,207.5,1927.8,,4.5
2008-02-06,4.4,ASD DXG,6,1,4,65,5,56,7.2,403.5,1231.8,300.6,1652.1,,6.3
2008-08-27,4.9,ASD DXG,6,1,4,91,18,50,8.3,416.5,1358.6,285.1,5296.7,3,6.5
2009-03-25,5.5,ASD DXG,6,1,4,101.5,16,44,8.5,374.7,1545.2,370.9,6121.1,2.66666666666667,5.9
2009-07-29,5.8,ASD DXG,6,1,4,118,25,60,8.4,503,1720.4,360.7,9225.5,,7.9
2010-10-04,7,ASD DXG,6,1,4,185,31,40,9.8,393.5,1965.1,346.3,10974.5,2.21428571428571,6.2
2011-11-10,8.1,ASD DXG,6,1,4,262,27,28,10.1,281.7,2569.9,336.2,9388.1,2.07692307692308,4.4
2013-01-18,9.3,ASD DXG,6,1,4,309,,32,9.6,308.4,2589.7,331.6,,,4.8
2015-02-11,11.4,ASD DXG,6,1,4,409,,38,11.1,423,2780,407.2,,,6.6
2010-10-04,7,ASD DXG,6,1,5,180,,39,7.5,293.1,1693.8,250.4,,,4.6
2011-11-10,8.1,ASD DXG,6,1,5,263,25,39,8.2,318.8,2171.4,247.2,6441.9,1.92307692307692,5
2013-01-18,9.3,ASD DXG,6,1,5,307,,32,9,286.5,2497.1,276,,,4.5
2016-03-16,12.5,ASD DXG,6,1,5,429,,34,9.3,315.7,1980.2,323.5,,,5
2018-07-30,14.8,ASD DXG,6,1,5,540,,36,7.7,275.9,2838.1,256,,,4.3
2007-02-15,3.4,ASD DXG,6,1,6,32.5,9,60,5.4,323.7,687.9,157.1,1497.4,,5.1
2008-02-06,4.4,ASD DXG,6,1,6,78.5,7,54,6.9,372.5,1482.2,232.9,1810,,5.9
