Siembra;Año;Mes;Fecha;Edad;Tratamiento;Repetición;Palma;RFF_kg;NR_unidad;PMR_kg;Ton_ha
1/10/2003;2007;5;1/05/2007;3.58;6;2;5;32.0;6.0;5.3;4.6
1/10/2003;2007;5;1/05/2007;3.58;6;3;1;12.0;2.0;6.0;1.7
1/10/2003;2007;5;1/05/2007;3.58;6;3;2;20.8;3.0;6.9;3.0
1/10/2003;2007;5;1/05/2007;3.58;6;3;3;32.5;6.0;5.4;4.6
1/10/2003;2007;5;1/05/2007;3.58;6;3;4;15.8;3.0;5.3;2.3
1/10/2003;2007;5;1/05/2007;3.58;6;3;5;19.8;3.0;6.6;2.8
1/10/2003;2007;5;1/05/2007;3.58;6;3;6;19.8;3.0;6.6;2.8
1/10/2003;2007;5;1/05/2007;3.58;6;4;1;18.5;3.0;6.2;2.6
1/10/2003;2007;5;1/05/2007;3.58;6;4;2;9.3;2.0;4.6;1.3
1/10/2003;2007;5;1/05/2007;3.58;6;4;3;13.8;2.0;6.9;2.0
1/10/2003;2007;5;1/05/2007;3.58;6;4;4;5.3;1.0;5.3;0.8
1/10/2003;2007;5;1/05/2007;3.58;6;4;5;3.8;1.0;3.8;0.5
1/10/2003;2007;5;1/05/2007;3.58;6;4;6;14.5;2.0;7.3;2.1
1/10/2003;2007;5;1/05/2007;3.58;7;1;1;31.3;4.0;7.8;4.5
1/10/2003;2007;5;1/05/2007;3.58;7;1;2;23.8;3.0;7.9;3.4
1/10/2003;2007;5;1/05/2007;3.58;7;1;3;13.3;2.0;6.6;1.9
1/10/2003;2007;5;1/05/2007;3.58;7;1;4;19.8;3.0;6.6;2.8
1/10/2003;2007;5;1/05/2007;3.58;7;1;5;35.8;4.0;8.9;5.1
1/10/2003;2007;5;1/05/2007;3.58;7;1;6;14.3;3.0;4.8;2.0
1/10/2003;2007;5;1/05/2007;3.58;7;2;1;25.8;4.0;6.4;3.7
1/10/2003;2007;5;1/05/2007;3.58;7;2;2;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;7;2;3;20.5;3.0;6.8;2.9
1/10/2003;2007;5;1/05/2007;3.58;7;2;4;17.5;3.0;5.8;2.5
1/10/2003;2007;5;1/05/2007;3.58;7;2;5;29.3;5.0;5.9;4.2
1/10/2003;2007;5;1/05/2007;3.58;7;2;6;18.3;3.0;6.1;2.6
1/10/2003;2007;5;1/05/2007;3.58;7;3;2;21.0;3.0;7.0;3.0
1/10/2003;2007;5;1/05/2007;3.58;7;3;4;10.5;2.0;5.3;1.5
1/10/2003;2007;5;1/05/2007;3.58;7;3;5;11.0;3.0;3.7;1.6
1/10/2003;2007;5;1/05/2007;3.58;7;3;6;12.5;3.0;4.2;1.8
1/10/2003;2007;5;1/05/2007;3.58;7;4;3;9.3;2.0;4.6;1.3
1/10/2003;2007;5;1/05/2007;3.58;7;4;4;21.3;3.0;7.1;3.0
1/10/2003;2007;5;1/05/2007;3.58;7;4;5;17.8;3.0;5.9;2.5
1/10/2003;2007;5;1/05/2007;3.58;7;4;6;7.3;1.0;7.3;1.0
1/10/2003;2007;5;1/05/2007;3.58;8;1;1;18.8;3.0;6.3;2.7
1/10/2003;2007;5;1/05/2007;3.58;8;1;2;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;8;1;3;8.8;2.0;4.4;1.3
1/10/2003;2007;5;1/05/2007;3.58;8;1;4;39.8;5.0;8.0;5.7
1/10/2003;2007;5;1/05/2007;3.58;8;1;5;22.3;3.0;7.4;3.2
1/10/2003;2007;5;1/05/2007;3.58;8;1;6;23.8;3.0;7.9;3.4
1/10/2003;2007;5;1/05/2007;3.58;8;2;2;14.3;3.0;4.8;2.0
1/10/2003;2007;5;1/05/2007;3.58;8;2;3;32.8;5.0;6.6;4.7
1/10/2003;2007;5;1/05/2007;3.58;8;2;4;26.3;4.0;6.6;3.8
1/10/2003;2007;5;1/05/2007;3.58;8;2;6;36.8;6.0;6.1;5.3
1/10/2003;2007;5;1/05/2007;3.58;8;3;1;28.3;6.0;4.7;4.0
1/10/2003;2007;5;1/05/2007;3.58;8;3;2;17.3;4.0;4.3;2.5
1/10/2003;2007;5;1/05/2007;3.58;8;3;3;8.8;3.0;2.9;1.3
1/10/2003;2007;5;1/05/2007;3.58;8;3;4;10.0;2.0;5.0;1.4
1/10/2003;2007;5;1/05/2007;3.58;8;3;6;18.0;4.0;4.5;2.6
1/10/2003;2007;5;1/05/2007;3.58;8;4;1;19.3;2.0;9.6;2.8
1/10/2003;2007;5;1/05/2007;3.58;8;4;2;11.5;2.0;5.8;1.6
1/10/2003;2007;5;1/05/2007;3.58;8;4;4;13.8;2.0;6.9;2.0
1/10/2003;2007;5;1/05/2007;3.58;8;4;5;11.8;2.0;5.9;1.7
1/10/2003;2007;5;1/05/2007;3.58;9;1;1;12.8;3.0;4.3;1.8
1/10/2003;2007;5;1/05/2007;3.58;9;1;2;1.0;1.0;1.0;0.1
1/10/2003;2007;5;1/05/2007;3.58;9;1;3;11.0;3.0;3.7;1.6
1/10/2003;2007;5;1/05/2007;3.58;9;1;4;4.5;1.0;4.5;0.6
1/10/2003;2007;5;1/05/2007;3.58;9;1;5;17.3;4.0;4.3;2.5
1/10/2003;2007;5;1/05/2007;3.58;9;2;2;10.3;2.0;5.1;1.5
1/10/2003;2007;5;1/05/2007;3.58;9;2;3;30.0;7.0;4.3;4.3
1/10/2003;2007;5;1/05/2007;3.58;9;2;4;5.5;1.0;5.5;0.8
1/10/2003;2007;5;1/05/2007;3.58;9;2;5;22.3;4.0;5.6;3.2
1/10/2003;2007;5;1/05/2007;3.58;9;2;6;20.3;4.0;5.1;2.9
1/10/2003;2007;5;1/05/2007;3.58;9;3;1;21.0;4.0;5.3;3.0
1/10/2003;2007;5;1/05/2007;3.58;9;3;3;20.0;4.0;5.0;2.9
1/10/2003;2007;5;1/05/2007;3.58;9;3;4;31.0;4.0;7.8;4.4
1/10/2003;2007;5;1/05/2007;3.58;9;3;5;24.3;4.0;6.1;3.5
1/10/2003;2007;5;1/05/2007;3.58;9;3;6;12.0;2.0;6.0;1.7
1/10/2003;2007;5;1/05/2007;3.58;9;4;1;5.3;1.0;5.3;0.8
1/10/2003;2007;5;1/05/2007;3.58;9;4;2;18.8;3.0;6.3;2.7
1/10/2003;2007;5;1/05/2007;3.58;9;4;3;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;9;4;4;11.3;2.0;5.6;1.6
1/10/2003;2007;5;1/05/2007;3.58;9;4;5;20.5;4.0;5.1;2.9
1/10/2003;2007;5;1/05/2007;3.58;10;1;1;21.3;3.0;7.1;3.0
1/10/2003;2007;5;1/05/2007;3.58;10;1;2;18.8;3.0;6.3;2.7
1/10/2003;2007;5;1/05/2007;3.58;10;1;3;1.8;1.0;1.8;0.3
1/10/2003;2007;5;1/05/2007;3.58;10;1;4;23.5;5.0;4.7;3.4
1/10/2003;2007;5;1/05/2007;3.58;10;1;6;25.3;3.0;8.4;3.6
1/10/2003;2007;5;1/05/2007;3.58;10;2;1;20.0;4.0;5.0;2.9
1/10/2003;2007;5;1/05/2007;3.58;10;2;2;19.8;3.0;6.6;2.8
1/10/2003;2007;5;1/05/2007;3.58;10;2;3;18.5;3.0;6.2;2.6
1/10/2003;2007;5;1/05/2007;3.58;10;2;5;13.0;2.0;6.5;1.9
1/10/2003;2007;5;1/05/2007;3.58;10;2;6;17.0;3.0;5.7;2.4
1/10/2003;2007;5;1/05/2007;3.58;10;3;1;32.8;5.0;6.6;4.7
1/10/2003;2007;5;1/05/2007;3.58;10;3;2;37.8;5.0;7.6;5.4
1/10/2003;2007;5;1/05/2007;3.58;10;3;3;21.3;4.0;5.3;3.0
1/10/2003;2007;5;1/05/2007;3.58;10;3;4;33.3;5.0;6.7;4.8
1/10/2003;2007;5;1/05/2007;3.58;10;3;5;14.3;3.0;4.8;2.0
1/10/2003;2007;5;1/05/2007;3.58;10;3;6;21.3;4.0;5.3;3.0
1/10/2003;2007;5;1/05/2007;3.58;10;4;1;13.3;2.0;6.6;1.9
1/10/2003;2007;5;1/05/2007;3.58;10;4;2;11.0;2.0;5.5;1.6
1/10/2003;2007;5;1/05/2007;3.58;10;4;3;8.3;2.0;4.1;1.2
1/10/2003;2007;5;1/05/2007;3.58;10;4;4;10.0;2.0;5.0;1.4
1/10/2003;2007;5;1/05/2007;3.58;10;4;5;8.8;2.0;4.4;1.3
1/10/2003;2007;5;1/05/2007;3.58;10;4;6;5.0;1.0;5.0;0.7
1/10/2003;2007;5;1/05/2007;3.58;11;1;1;21.3;2.0;10.6;3.0
1/10/2003;2007;5;1/05/2007;3.58;11;1;2;13.8;2.0;6.9;2.0
1/10/2003;2007;5;1/05/2007;3.58;11;1;3;21.8;4.0;5.4;3.1
1/10/2003;2007;5;1/05/2007;3.58;11;1;4;7.0;2.0;3.5;1.0
1/10/2003;2007;5;1/05/2007;3.58;11;1;5;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;11;1;6;7.5;2.0;3.8;1.1
1/10/2003;2007;5;1/05/2007;3.58;11;2;1;18.8;3.0;6.3;2.7
1/10/2003;2007;5;1/05/2007;3.58;11;2;2;22.3;4.0;5.6;3.2
1/10/2003;2007;5;1/05/2007;3.58;11;2;3;16.8;3.0;5.6;2.4
1/10/2003;2007;5;1/05/2007;3.58;11;2;4;21.5;4.0;5.4;3.1
1/10/2003;2007;5;1/05/2007;3.58;11;2;5;14.3;2.0;7.1;2.0
1/10/2003;2007;5;1/05/2007;3.58;11;2;6;6.0;1.0;6.0;0.9
1/10/2003;2007;5;1/05/2007;3.58;11;3;1;36.0;4.0;9.0;5.1
1/10/2003;2007;5;1/05/2007;3.58;11;3;2;25.5;4.0;6.4;3.6
1/10/2003;2007;5;1/05/2007;3.58;11;3;3;21.5;3.0;7.2;3.1
1/10/2003;2007;5;1/05/2007;3.58;11;3;4;30.5;4.0;7.6;4.4
1/10/2003;2007;5;1/05/2007;3.58;11;3;5;20.8;3.0;6.9;3.0
1/10/2003;2007;5;1/05/2007;3.58;11;3;6;32.0;4.0;8.0;4.6
1/10/2003;2007;5;1/05/2007;3.58;11;4;1;13.3;2.0;6.6;1.9
1/10/2003;2007;5;1/05/2007;3.58;11;4;2;7.0;1.0;7.0;1.0
1/10/2003;2007;5;1/05/2007;3.58;11;4;5;17.3;3.0;5.8;2.5
1/10/2003;2007;5;1/05/2007;3.58;11;4;6;10.5;3.0;3.5;1.5
1/10/2003;2007;5;1/05/2007;3.58;12;1;1;9.5;2.0;4.8;1.4
1/10/2003;2007;5;1/05/2007;3.58;12;1;2;15.3;3.0;5.1;2.2
1/10/2003;2007;5;1/05/2007;3.58;12;1;3;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;12;1;4;16.0;3.0;5.3;2.3
1/10/2003;2007;5;1/05/2007;3.58;12;1;5;28.5;5.0;5.7;4.1
1/10/2003;2007;5;1/05/2007;3.58;12;1;6;4.0;1.0;4.0;0.6
1/10/2003;2007;5;1/05/2007;3.58;12;2;1;10.8;2.0;5.4;1.5
1/10/2003;2007;5;1/05/2007;3.58;12;2;2;8.0;2.0;4.0;1.1
1/10/2003;2007;5;1/05/2007;3.58;12;2;3;15.5;3.0;5.2;2.2
1/10/2003;2007;5;1/05/2007;3.58;12;2;4;22.3;4.0;5.6;3.2
1/10/2003;2007;5;1/05/2007;3.58;12;2;5;2.0;1.0;2.0;0.3
1/10/2003;2007;5;1/05/2007;3.58;12;2;6;20.5;4.0;5.1;2.9
1/10/2003;2007;5;1/05/2007;3.58;12;3;1;24.5;6.0;4.1;3.5
1/10/2003;2007;5;1/05/2007;3.58;12;3;2;12.8;3.0;4.3;1.8
1/10/2003;2007;5;1/05/2007;3.58;12;3;3;16.0;5.0;3.2;2.3
1/10/2003;2007;5;1/05/2007;3.58;12;3;4;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;12;3;5;3.8;1.0;3.8;0.5
1/10/2003;2007;5;1/05/2007;3.58;12;3;6;10.3;3.0;3.4;1.5
1/10/2003;2007;5;1/05/2007;3.58;12;4;1;4.3;1.0;4.3;0.6
1/10/2003;2007;5;1/05/2007;3.58;12;4;2;5.5;2.0;2.8;0.8
1/10/2003;2007;5;1/05/2007;3.58;12;4;3;13.5;3.0;4.5;1.9
1/10/2003;2007;5;1/05/2007;3.58;12;4;4;8.5;2.0;4.3;1.2
1/10/2003;2007;5;1/05/2007;3.58;12;4;5;12.0;2.0;6.0;1.7
1/10/2003;2007;5;1/05/2007;3.58;12;4;6;14.3;3.0;4.8;2.0
1/10/2003;2007;5;1/05/2007;3.58;13;1;1;4.0;3.0;1.3;0.6
1/10/2003;2007;5;1/05/2007;3.58;13;1;4;7.5;4.0;1.9;1.1
1/10/2003;2007;5;1/05/2007;3.58;13;1;5;7.5;2.0;3.8;1.1
1/10/2003;2007;5;1/05/2007;3.58;13;2;1;5.3;1.0;5.3;0.8
1/10/2003;2007;5;1/05/2007;3.58;13;2;2;12.5;2.0;6.3;1.8
1/10/2003;2007;5;1/05/2007;3.58;13;2;3;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;13;2;4;17.5;3.0;5.8;2.5
1/10/2003;2007;5;1/05/2007;3.58;13;2;5;16.8;3.0;5.6;2.4
1/10/2003;2007;5;1/05/2007;3.58;13;2;6;31.3;5.0;6.3;4.5
1/10/2003;2007;5;1/05/2007;3.58;13;3;1;11.3;3.0;3.8;1.6
1/10/2003;2007;5;1/05/2007;3.58;13;3;2;16.8;4.0;4.2;2.4
1/10/2003;2007;5;1/05/2007;3.58;13;3;3;5.3;1.0;5.3;0.8
1/10/2003;2007;5;1/05/2007;3.58;13;3;4;10.0;2.0;5.0;1.4
1/10/2003;2007;5;1/05/2007;3.58;13;3;5;10.3;2.0;5.1;1.5
1/10/2003;2007;5;1/05/2007;3.58;13;3;6;8.5;2.0;4.3;1.2
1/10/2003;2007;5;1/05/2007;3.58;13;4;1;15.5;3.0;5.2;2.2
1/10/2003;2007;5;1/05/2007;3.58;13;4;2;21.3;4.0;5.3;3.0
1/10/2003;2007;5;1/05/2007;3.58;13;4;3;11.8;3.0;3.9;1.7
1/10/2003;2007;5;1/05/2007;3.58;13;4;5;18.0;3.0;6.0;2.6
1/10/2003;2007;5;1/05/2007;3.58;13;4;6;3.0;1.0;3.0;0.4
1/10/2003;2007;5;1/05/2007;3.58;14;1;1;13.5;3.0;4.5;1.9
1/10/2003;2007;5;1/05/2007;3.58;14;1;2;8.3;2.0;4.1;1.2
1/10/2003;2007;5;1/05/2007;3.58;14;1;3;15.3;3.0;5.1;2.2
1/10/2003;2007;5;1/05/2007;3.58;14;1;4;13.8;3.0;4.6;2.0
1/10/2003;2007;5;1/05/2007;3.58;14;1;5;19.3;3.0;6.4;2.8
1/10/2003;2007;5;1/05/2007;3.58;14;1;6;11.3;3.0;3.8;1.6
1/10/2003;2007;5;1/05/2007;3.58;14;2;2;17.5;4.0;4.4;2.5
1/10/2003;2007;5;1/05/2007;3.58;14;2;3;5.0;1.0;5.0;0.7
1/10/2003;2007;5;1/05/2007;3.58;14;2;4;1.3;1.0;1.3;0.2
1/10/2003;2007;5;1/05/2007;3.58;14;2;5;3.3;1.0;3.3;0.5
1/10/2003;2007;5;1/05/2007;3.58;14;2;6;13.5;3.0;4.5;1.9
1/10/2003;2007;5;1/05/2007;3.58;14;3;1;2.0;1.0;2.0;0.3
1/10/2003;2007;5;1/05/2007;3.58;14;3;2;13.0;2.0;6.5;1.9
1/10/2003;2007;5;1/05/2007;3.58;14;3;3;7.8;2.0;3.9;1.1
1/10/2003;2007;5;1/05/2007;3.58;14;3;4;13.8;3.0;4.6;2.0
1/10/2003;2007;5;1/05/2007;3.58;14;3;5;17.3;3.0;5.8;2.5
1/10/2003;2007;5;1/05/2007;3.58;14;3;6;22.5;4.0;5.6;3.2
1/10/2003;2007;5;1/05/2007;3.58;15;1;1;25.0;3.0;8.3;3.6
1/10/2003;2007;5;1/05/2007;3.58;15;1;2;9.8;2.0;4.9;1.4
1/10/2003;2007;5;1/05/2007;3.58;15;1;3;18.8;3.0;6.3;2.7
1/10/2003;2007;5;1/05/2007;3.58;15;1;4;13.0;2.0;6.5;1.9
1/10/2003;2007;5;1/05/2007;3.58;15;1;5;45.3;5.0;9.1;6.5
1/10/2003;2007;5;1/05/2007;3.58;15;1;6;6.0;2.0;3.0;0.9
1/10/2003;2007;5;1/05/2007;3.58;15;2;1;17.0;4.0;4.3;2.4
1/10/2003;2007;5;1/05/2007;3.58;15;2;2;10.8;4.0;2.7;1.5
1/10/2003;2007;5;1/05/2007;3.58;15;2;3;19.5;6.0;3.3;2.8
1/10/2003;2007;5;1/05/2007;3.58;15;2;5;33.5;6.0;5.6;4.8
1/10/2003;2007;5;1/05/2007;3.58;15;2;6;13.0;3.0;4.3;1.9
1/10/2003;2007;5;1/05/2007;3.58;16;1;1;4.0;1.0;4.0;0.6
1/10/2003;2007;5;1/05/2007;3.58;16;1;3;3.0;1.0;3.0;0.4
1/10/2003;2007;5;1/05/2007;3.58;16;1;4;6.0;2.0;3.0;0.9
1/10/2003;2007;5;1/05/2007;3.58;16;1;6;4.0;1.0;4.0;0.6
1/10/2003;2007;5;1/05/2007;3.58;16;2;1;10.0;2.0;5.0;1.4
1/10/2003;2007;5;1/05/2007;3.58;16;2;2;18.0;4.0;4.5;2.6
1/10/2003;2007;5;1/05/2007;3.58;16;2;3;28.0;6.0;4.7;4.0
1/10/2003;2007;5;1/05/2007;3.58;16;2;4;7.5;1.0;7.5;1.1
1/10/2003;2007;5;1/05/2007;3.58;16;2;5;13.3;3.0;4.4;1.9
1/10/2003;2007;5;1/05/2007;3.58;16;2;6;14.0;3.0;4.7;2.0
1/10/2003;2007;5;1/05/2007;3.58;16;3;1;31.5;6.0;5.3;4.5
1/10/2003;2007;5;1/05/2007;3.58;16;3;2;25.0;5.0;5.0;3.6
1/10/2003;2007;5;1/05/2007;3.58;16;3;3;11.3;3.0;3.8;1.6
1/10/2003;2007;5;1/05/2007;3.58;16;3;4;6.5;3.0;2.2;0.9
1/10/2003;2007;5;1/05/2007;3.58;16;3;5;8.5;2.0;4.3;1.2
1/10/2003;2007;5;1/05/2007;3.58;16;3;6;19.5;3.0;6.5;2.8
1/10/2003;2007;5;1/05/2007;3.58;16;4;1;5.3;1.0;5.3;0.8
1/10/2003;2007;5;1/05/2007;3.58;16;4;2;3.0;1.0;3.0;0.4
1/10/2003;2007;5;1/05/2007;3.58;16;4;3;6.8;2.0;3.4;1.0
1/10/2003;2007;5;1/05/2007;3.58;16;4;6;6.8;2.0;3.4;1.0
1/10/2003;2007;5;1/05/2007;3.58;17;1;1;10.5;3.0;3.5;1.5
1/10/2003;2007;5;1/05/2007;3.58;17;1;2;12.0;2.0;6.0;1.7
1/10/2003;2007;5;1/05/2007;3.58;17;1;3;19.3;4.0;4.8;2.8
1/10/2003;2007;5;1/05/2007;3.58;17;1;4;6.8;3.0;2.3;1.0
1/10/2003;2007;5;1/05/2007;3.58;17;1;5;4.5;2.0;2.3;0.6
1/10/2003;2007;5;1/05/2007;3.58;17;1;6;11.8;3.0;3.9;1.7
1/10/2003;2007;5;1/05/2007;3.58;17;2;1;33.0;7.0;4.7;4.7
1/10/2003;2007;5;1/05/2007;3.58;17;2;2;26.5;7.0;3.8;3.8
1/10/2003;2007;5;1/05/2007;3.58;17;2;3;20.3;5.0;4.1;2.9
1/10/2003;2007;5;1/05/2007;3.58;17;2;4;44.3;9.0;4.9;6.3
1/10/2003;2007;5;1/05/2007;3.58;17;2;5;18.3;4.0;4.6;2.6
1/10/2003;2007;5;1/05/2007;3.58;17;2;6;27.8;5.0;5.6;4.0
1/10/2003;2007;5;1/05/2007;3.58;17;3;1;10.3;2.0;5.1;1.5
1/10/2003;2007;5;1/05/2007;3.58;17;3;2;21.8;5.0;4.4;3.1
1/10/2003;2007;5;1/05/2007;3.58;17;3;3;11.5;2.0;5.8;1.6
1/10/2003;2007;5;1/05/2007;3.58;17;3;4;31.0;6.0;5.2;4.4
1/10/2003;2007;5;1/05/2007;3.58;17;3;5;36.0;6.0;6.0;5.1
1/10/2003;2007;5;1/05/2007;3.58;17;3;6;17.3;3.0;5.8;2.5
1/10/2003;2007;5;1/05/2007;3.58;17;4;1;22.8;4.0;5.7;3.3
1/10/2003;2007;5;1/05/2007;3.58;17;4;2;11.8;2.0;5.9;1.7
1/10/2003;2007;5;1/05/2007;3.58;17;4;3;16.3;4.0;4.1;2.3
1/10/2003;2007;5;1/05/2007;3.58;17;4;6;7.5;1.0;7.5;1.1
1/10/2003;2007;5;1/05/2007;3.58;18;1;1;41.3;4.0;10.3;5.9
1/10/2003;2007;5;1/05/2007;3.58;18;1;3;16.0;2.0;8.0;2.3
1/10/2003;2007;5;1/05/2007;3.58;18;1;4;26.3;3.0;8.8;3.8
1/10/2003;2007;5;1/05/2007;3.58;18;1;5;22.3;3.0;7.4;3.2
1/10/2003;2007;5;1/05/2007;3.58;18;1;6;10.5;2.0;5.3;1.5
1/10/2003;2007;5;1/05/2007;3.58;18;2;1;16.8;3.0;5.6;2.4
1/10/2003;2007;5;1/05/2007;3.58;18;2;3;16.3;3.0;5.4;2.3
1/10/2003;2007;5;1/05/2007;3.58;18;2;4;6.3;1.0;6.3;0.9
1/10/2003;2007;5;1/05/2007;3.58;18;2;5;12.0;2.0;6.0;1.7
1/10/2003;2007;5;1/05/2007;3.58;18;2;6;18.3;3.0;6.1;2.6
1/10/2003;2007;5;1/05/2007;3.58;18;3;1;16.3;4.0;4.1;2.3
1/10/2003;2007;5;1/05/2007;3.58;18;3;2;16.8;4.0;4.2;2.4
1/10/2003;2007;5;1/05/2007;3.58;18;3;3;25.8;5.0;5.2;3.7
1/10/2003;2007;5;1/05/2007;3.58;18;3;4;13.8;2.0;6.9;2.0
1/10/2003;2007;5;1/05/2007;3.58;18;3;5;25.3;4.0;6.3;3.6
1/10/2003;2007;5;1/05/2007;3.58;18;3;6;34.0;6.0;5.7;4.9
1/10/2003;2007;5;1/05/2007;3.58;18;4;1;25.3;3.0;8.4;3.6
1/10/2003;2007;5;1/05/2007;3.58;18;4;2;8.5;2.0;4.3;1.2
1/10/2003;2007;5;1/05/2007;3.58;18;4;3;7.5;1.0;7.5;1.1
1/10/2003;2007;5;1/05/2007;3.58;18;4;4;22.8;4.0;5.7;3.3
1/10/2003;2007;5;1/05/2007;3.58;18;4;5;7.5;1.0;7.5;1.1
1/10/2003;2007;5;1/05/2007;3.58;18;4;6;17.0;3.0;5.7;2.4
1/10/2003;2007;5;1/05/2007;3.58;19;1;1;5.0;1.0;5.0;0.7
1/10/2003;2007;5;1/05/2007;3.58;19;1;2;12.3;2.0;6.1;1.8
1/10/2003;2007;5;1/05/2007;3.58;19;1;3;1.5;1.0;1.5;0.2
1/10/2003;2007;5;1/05/2007;3.58;19;1;6;14.8;3.0;4.9;2.1
1/10/2003;2007;5;1/05/2007;3.58;19;2;1;33.0;4.0;8.3;4.7
1/10/2003;2007;5;1/05/2007;3.58;19;2;2;16.0;3.0;5.3;2.3
1/10/2003;2007;5;1/05/2007;3.58;19;2;3;12.0;2.0;6.0;1.7
1/10/2003;2007;5;1/05/2007;3.58;19;2;4;23.0;5.0;4.6;3.3
1/10/2003;2007;5;1/05/2007;3.58;19;2;5;17.3;3.0;5.8;2.5
1/10/2003;2007;5;1/05/2007;3.58;19;2;6;17.3;4.0;4.3;2.5
1/10/2003;2007;5;1/05/2007;3.58;19;3;1;6.5;4.0;1.6;0.9
1/10/2003;2007;5;1/05/2007;3.58;19;3;2;17.3;4.0;4.3;2.5
1/10/2003;2007;5;1/05/2007;3.58;19;3;3;2.3;1.0;2.3;0.3
1/10/2003;2007;5;1/05/2007;3.58;19;3;4;13.8;5.0;2.8;2.0
1/10/2003;2007;5;1/05/2007;3.58;19;3;5;3.8;2.0;1.9;0.5
1/10/2003;2007;5;1/05/2007;3.58;19;3;6;4.5;2.0;2.3;0.6
1/10/2003;2007;5;1/05/2007;3.58;19;4;1;10.8;2.0;5.4;1.5
1/10/2003;2007;5;1/05/2007;3.58;19;4;3;9.5;2.0;4.8;1.4
1/10/2003;2007;5;1/05/2007;3.58;19;4;4;11.3;3.0;3.8;1.6
1/10/2003;2007;5;1/05/2007;3.58;19;4;5;19.0;4.0;4.8;2.7
1/10/2003;2007;5;1/05/2007;3.58;19;4;6;19.3;5.0;3.9;2.8
1/10/2003;2007;5;1/05/2007;3.58;20;3;1;12.8;2.0;6.4;1.8
1/10/2003;2007;5;1/05/2007;3.58;20;3;2;31.5;6.0;5.3;4.5
1/10/2003;2007;5;1/05/2007;3.58;20;3;3;31.0;6.0;5.2;4.4
1/10/2003;2007;5;1/05/2007;3.58;20;3;4;6.8;1.0;6.8;1.0
1/10/2003;2007;5;1/05/2007;3.58;20;3;5;29.8;6.0;5.0;4.3
1/10/2003;2007;5;1/05/2007;3.58;20;3;6;22.0;4.0;5.5;3.1
1/10/2003;2007;5;1/05/2007;3.58;20;4;1;6.5;1.0;6.5;0.9
1/10/2003;2007;5;1/05/2007;3.58;20;4;3;18.0;4.0;4.5;2.6
1/10/2003;2007;5;1/05/2007;3.58;20;4;6;4.5;1.0;4.5;0.6
1/10/2003;2007;5;1/05/2007;3.58;22;4;2;18.8;6.0;3.1;2.7
1/10/2003;2007;5;1/05/2007;3.58;22;4;4;4.0;2.0;2.0;0.6
1/10/2003;2007;6;1/06/2007;3.67;1;1;1;9.3;5.0;1.9;1.3
1/10/2003;2007;6;1/06/2007;3.67;1;1;2;9.8;3.0;3.3;1.4
1/10/2003;2007;6;1/06/2007;3.67;1;1;3;1.3;1.0;1.3;0.2
1/10/2003;2007;6;1/06/2007;3.67;1;1;4;17.8;3.0;5.9;2.5
1/10/2003;2007;6;1/06/2007;3.67;1;1;5;4.0;1.0;4.0;0.6
1/10/2003;2007;6;1/06/2007;3.67;1;1;6;7.8;2.0;3.9;1.1
1/10/2003;2007;6;1/06/2007;3.67;1;2;1;11.0;3.0;3.7;1.6
1/10/2003;2007;6;1/06/2007;3.67;1;2;2;2.8;1.0;2.8;0.4
1/10/2003;2007;6;1/06/2007;3.67;1;2;4;5.5;1.0;5.5;0.8
1/10/2003;2007;6;1/06/2007;3.67;1;2;5;4.3;1.0;4.3;0.6
1/10/2003;2007;6;1/06/2007;3.67;1;2;6;10.8;2.0;5.4;1.5
1/10/2003;2007;6;1/06/2007;3.67;1;3;1;10.8;3.0;3.6;1.5
1/10/2003;2007;6;1/06/2007;3.67;1;3;4;5.0;1.0;5.0;0.7
1/10/2003;2007;6;1/06/2007;3.67;1;3;5;3.0;1.0;3.0;0.4
1/10/2003;2007;6;1/06/2007;3.67;1;3;6;2.5;1.0;2.5;0.4
1/10/2003;2007;6;1/06/2007;3.67;1;4;1;4.0;1.0;4.0;0.6
1/10/2003;2007;6;1/06/2007;3.67;1;4;2;20.0;3.0;6.7;2.9
1/10/2003;2007;6;1/06/2007;3.67;1;4;3;12.5;2.0;6.3;1.8
1/10/2003;2007;6;1/06/2007;3.67;1;4;4;16.8;3.0;5.6;2.4
1/10/2003;2007;6;1/06/2007;3.67;1;4;5;8.8;2.0;4.4;1.3
1/10/2003;2007;6;1/06/2007;3.67;1;4;6;14.5;3.0;4.8;2.1
1/10/2003;2007;6;1/06/2007;3.67;2;1;2;5.3;1.0;5.3;0.8
1/10/2003;2007;6;1/06/2007;3.67;2;1;3;6.0;1.0;6.0;0.9
1/10/2003;2007;6;1/06/2007;3.67;2;1;5;11.8;2.0;5.9;1.7
1/10/2003;2007;6;1/06/2007;3.67;2;2;3;11.5;3.0;3.8;1.6
